# 5%

step 0: train loss 4.1861, val loss 4.1881
step 0: train loss (forward only) 4.1876, val loss (forward only) 4.1891
step 0: train loss (backward only) 4.1770, val loss (backward only) 4.1776
iter 913: loss 1.6187, time 146.55ms, mfu 0.23%
iter 914: loss 1.5482, time 146.09ms, mfu 0.23%
iter 915: loss 1.5722, time 146.86ms, mfu 0.23%
iter 916: loss 1.5360, time 146.70ms, mfu 0.23%
iter 917: loss 1.5850, time 146.06ms, mfu 0.23%
iter 918: loss 1.5522, time 145.83ms, mfu 0.23%
iter 919: loss 1.5608, time 148.65ms, mfu 0.23%
iter 920: loss 1.5910, time 144.92ms, mfu 0.23%
iter 921: loss 1.5509, time 146.07ms, mfu 0.23%
iter 922: loss 1.5675, time 146.45ms, mfu 0.23%
iter 923: loss 1.5490, time 149.95ms, mfu 0.23%
iter 924: loss 1.5579, time 144.72ms, mfu 0.23%
iter 925: loss 1.6246, time 145.23ms, mfu 0.23%
iter 926: loss 1.6068, time 146.61ms, mfu 0.23%
iter 927: loss 1.5223, time 145.48ms, mfu 0.23%
iter 928: loss 1.5342, time 145.83ms, mfu 0.23%
iter 929: loss 1.5746, time 145.30ms, mfu 0.23%
iter 930: loss 1.5737, time 148.54ms, mfu 0.23%
iter 931: loss 1.5279, time 150.56ms, mfu 0.23%
iter 932: loss 1.5635, time 143.68ms, mfu 0.23%
iter 933: loss 1.5998, time 146.85ms, mfu 0.23%
iter 934: loss 1.5436, time 145.68ms, mfu 0.23%
iter 935: loss 1.5673, time 149.86ms, mfu 0.23%
iter 936: loss 1.5094, time 145.99ms, mfu 0.23%
iter 937: loss 1.5677, time 146.58ms, mfu 0.23%
iter 938: loss 1.5680, time 149.19ms, mfu 0.23%
iter 939: loss 1.5216, time 147.34ms, mfu 0.23%
iter 940: loss 1.5326, time 152.59ms, mfu 0.23%
iter 941: loss 1.5884, time 144.14ms, mfu 0.23%
iter 942: loss 1.5510, time 146.11ms, mfu 0.23%
iter 943: loss 1.5277, time 173.79ms, mfu 0.22%
iter 944: loss 1.5722, time 124.48ms, mfu 0.23%
iter 945: loss 1.5521, time 147.77ms, mfu 0.23%
iter 946: loss 1.5596, time 143.33ms, mfu 0.23%
iter 947: loss 1.5255, time 150.63ms, mfu 0.23%
iter 948: loss 1.5866, time 149.29ms, mfu 0.23%
iter 949: loss 1.5547, time 145.25ms, mfu 0.23%
iter 950: loss 1.5204, time 145.83ms, mfu 0.23%
iter 951: loss 1.5581, time 150.05ms, mfu 0.23%
iter 952: loss 1.5533, time 146.78ms, mfu 0.23%
iter 953: loss 1.5497, time 147.03ms, mfu 0.23%
iter 954: loss 1.5330, time 150.08ms, mfu 0.23%
iter 955: loss 1.5227, time 153.19ms, mfu 0.23%
iter 956: loss 1.5477, time 142.97ms, mfu 0.23%
iter 957: loss 1.5499, time 148.24ms, mfu 0.23%
iter 958: loss 1.5469, time 146.55ms, mfu 0.23%
iter 959: loss 1.5558, time 146.06ms, mfu 0.23%
iter 960: loss 1.5007, time 147.39ms, mfu 0.23%
iter 961: loss 1.5659, time 144.71ms, mfu 0.23%
iter 962: loss 1.5639, time 146.33ms, mfu 0.23%
iter 963: loss 1.5903, time 145.49ms, mfu 0.23%
iter 964: loss 1.5680, time 146.97ms, mfu 0.23%
iter 965: loss 1.5566, time 151.90ms, mfu 0.23%
iter 966: loss 1.5262, time 146.03ms, mfu 0.23%
iter 967: loss 1.5691, time 154.59ms, mfu 0.23%
iter 968: loss 1.5747, time 141.76ms, mfu 0.23%
iter 969: loss 1.5557, time 151.08ms, mfu 0.23%
iter 970: loss 1.5293, time 145.91ms, mfu 0.23%
iter 971: loss 1.5131, time 147.52ms, mfu 0.23%
iter 972: loss 1.5710, time 145.59ms, mfu 0.23%
iter 973: loss 1.5237, time 145.77ms, mfu 0.23%
iter 974: loss 1.5310, time 159.03ms, mfu 0.22%
iter 975: loss 1.5288, time 146.02ms, mfu 0.23%
iter 976: loss 1.4917, time 145.17ms, mfu 0.23%
iter 977: loss 1.5570, time 147.98ms, mfu 0.23%
iter 978: loss 1.5184, time 146.39ms, mfu 0.23%
iter 979: loss 1.5576, time 147.71ms, mfu 0.23%
iter 980: loss 1.5542, time 147.27ms, mfu 0.23%
iter 981: loss 1.5548, time 146.07ms, mfu 0.23%
iter 982: loss 1.5504, time 147.06ms, mfu 0.23%
iter 983: loss 1.5616, time 146.10ms, mfu 0.23%
iter 984: loss 1.5223, time 147.53ms, mfu 0.23%
iter 985: loss 1.4944, time 145.42ms, mfu 0.23%
iter 986: loss 1.5115, time 147.31ms, mfu 0.23%
iter 987: loss 1.5383, time 144.98ms, mfu 0.23%
iter 988: loss 1.5358, time 146.51ms, mfu 0.23%
iter 989: loss 1.5163, time 148.41ms, mfu 0.23%
iter 990: loss 1.5075, time 144.96ms, mfu 0.23%
iter 991: loss 1.5249, time 154.59ms, mfu 0.23%
iter 992: loss 1.4901, time 155.13ms, mfu 0.22%
iter 993: loss 1.5208, time 144.03ms, mfu 0.23%
iter 994: loss 1.5030, time 147.69ms, mfu 0.23%
iter 995: loss 1.5625, time 145.47ms, mfu 0.23%
iter 996: loss 1.5236, time 145.29ms, mfu 0.23%
iter 997: loss 1.5613, time 156.15ms, mfu 0.22%
iter 998: loss 1.5615, time 148.21ms, mfu 0.22%
iter 999: loss 1.5142, time 150.06ms, mfu 0.22%
step 1000: train loss 1.5329, val loss 1.7089
step 1000: train loss (forward only) 1.4958, val loss (forward only) 1.6783
step 1000: train loss (backward only) 2.1291, val loss (backward only) 2.1693

# 0%
step 0: train loss 4.1866, val loss 4.1886
step 0: train loss (forward only) 4.1876, val loss (forward only) 4.1891
step 0: train loss (backward only) 4.1770, val loss (backward only) 4.1776
iter 0: loss 4.1845, time 12477.19ms, mfu -100.00%
iter 1: loss 4.1861, time 143.18ms, mfu -100.00%
iter 2: loss 4.1746, time 115.00ms, mfu -100.00%
iter 3: loss 4.1398, time 150.91ms, mfu -100.00%
iter 4: loss 4.1015, time 154.09ms, mfu -100.00%
iter 5: loss 4.0457, time 150.77ms, mfu 0.22%
iter 6: loss 3.9752, time 146.46ms, mfu 0.22%
iter 7: loss 3.9086, time 145.61ms, mfu 0.22%
iter 8: loss 3.8520, time 145.75ms, mfu 0.22%
iter 9: loss 3.7896, time 145.70ms, mfu 0.22%
iter 10: loss 3.7610, time 145.97ms, mfu 0.22%
iter 11: loss 3.7318, time 146.62ms, mfu 0.22%
iter 12: loss 3.7169, time 145.67ms, mfu 0.22%
iter 13: loss 3.6833, time 146.79ms, mfu 0.23%
iter 14: loss 3.6665, time 144.48ms, mfu 0.23%
iter 15: loss 3.6601, time 145.34ms, mfu 0.23%
iter 16: loss 3.6358, time 145.05ms, mfu 0.23%
iter 17: loss 3.6134, time 147.51ms, mfu 0.23%
iter 18: loss 3.6141, time 147.97ms, mfu 0.23%
iter 19: loss 3.5837, time 142.69ms, mfu 0.23%
iter 20: loss 3.5659, time 144.26ms, mfu 0.23%
iter 21: loss 3.5519, time 145.39ms, mfu 0.23%
iter 22: loss 3.5158, time 145.92ms, mfu 0.23%
iter 23: loss 3.4827, time 145.70ms, mfu 0.23%
iter 24: loss 3.4386, time 144.67ms, mfu 0.23%
iter 25: loss 3.4131, time 150.30ms, mfu 0.23%
iter 26: loss 3.3827, time 151.65ms, mfu 0.23%
iter 27: loss 3.3418, time 152.70ms, mfu 0.23%
iter 28: loss 3.3343, time 152.69ms, mfu 0.23%
iter 29: loss 3.3027, time 153.17ms, mfu 0.22%
iter 30: loss 3.2604, time 154.71ms, mfu 0.22%
iter 31: loss 3.2592, time 154.71ms, mfu 0.22%
iter 32: loss 3.2242, time 150.55ms, mfu 0.22%
iter 33: loss 3.1986, time 148.23ms, mfu 0.22%
iter 34: loss 3.1604, time 148.40ms, mfu 0.22%
iter 35: loss 3.1459, time 150.38ms, mfu 0.22%
iter 36: loss 3.1065, time 151.38ms, mfu 0.22%
iter 37: loss 3.0821, time 154.56ms, mfu 0.22%
iter 38: loss 3.0714, time 155.07ms, mfu 0.22%
iter 39: loss 3.0528, time 154.63ms, mfu 0.22%
iter 40: loss 3.0185, time 162.45ms, mfu 0.22%
iter 41: loss 2.9977, time 145.56ms, mfu 0.22%
iter 42: loss 2.9821, time 148.22ms, mfu 0.22%
iter 43: loss 2.9777, time 145.87ms, mfu 0.22%
iter 44: loss 2.9426, time 147.27ms, mfu 0.22%
iter 45: loss 2.9117, time 147.14ms, mfu 0.22%
iter 46: loss 2.9061, time 148.72ms, mfu 0.22%
iter 47: loss 2.8839, time 148.30ms, mfu 0.22%
iter 48: loss 2.8841, time 146.93ms, mfu 0.22%
iter 49: loss 2.8693, time 147.01ms, mfu 0.22%
iter 50: loss 2.8403, time 147.47ms, mfu 0.22%
iter 51: loss 2.8336, time 149.70ms, mfu 0.22%
iter 52: loss 2.8113, time 148.16ms, mfu 0.22%
iter 53: loss 2.7974, time 144.67ms, mfu 0.22%
iter 54: loss 2.8002, time 146.93ms, mfu 0.22%
iter 55: loss 2.7701, time 145.70ms, mfu 0.23%
iter 56: loss 2.7607, time 146.01ms, mfu 0.23%
iter 57: loss 2.7785, time 150.80ms, mfu 0.22%
iter 58: loss 2.7438, time 144.11ms, mfu 0.23%
iter 59: loss 2.7549, time 147.87ms, mfu 0.23%
iter 60: loss 2.7214, time 145.94ms, mfu 0.23%
iter 61: loss 2.7210, time 146.71ms, mfu 0.23%
iter 62: loss 2.7003, time 147.08ms, mfu 0.23%
iter 63: loss 2.6767, time 146.62ms, mfu 0.23%
iter 64: loss 2.6883, time 146.88ms, mfu 0.23%
iter 65: loss 2.6843, time 146.21ms, mfu 0.23%
iter 66: loss 2.6702, time 148.76ms, mfu 0.23%
iter 67: loss 2.6681, time 155.57ms, mfu 0.23%
iter 68: loss 2.6639, time 146.23ms, mfu 0.23%
iter 69: loss 2.6530, time 154.69ms, mfu 0.22%
iter 70: loss 2.6470, time 144.96ms, mfu 0.22%
iter 71: loss 2.6374, time 148.90ms, mfu 0.22%
iter 72: loss 2.6178, time 308.12ms, mfu 0.21%
iter 73: loss 2.6300, time 149.99ms, mfu 0.21%
iter 74: loss 2.6191, time 146.28ms, mfu 0.22%
iter 75: loss 2.6319, time 147.84ms, mfu 0.22%
iter 76: loss 2.6257, time 152.24ms, mfu 0.22%
iter 77: loss 2.6006, time 149.19ms, mfu 0.22%
iter 78: loss 2.6020, time 149.71ms, mfu 0.22%
iter 79: loss 2.5958, time 150.82ms, mfu 0.22%
iter 80: loss 2.6042, time 148.78ms, mfu 0.22%
iter 81: loss 2.5798, time 147.31ms, mfu 0.22%
iter 82: loss 2.5982, time 150.53ms, mfu 0.22%
iter 83: loss 2.5998, time 148.14ms, mfu 0.22%
iter 84: loss 2.5863, time 146.78ms, mfu 0.22%
iter 85: loss 2.5804, time 144.77ms, mfu 0.22%
iter 86: loss 2.5602, time 148.22ms, mfu 0.22%
iter 87: loss 2.5796, time 145.54ms, mfu 0.22%
iter 88: loss 2.5828, time 144.83ms, mfu 0.22%
iter 89: loss 2.5671, time 150.67ms, mfu 0.22%
iter 90: loss 2.5504, time 147.61ms, mfu 0.22%
iter 91: loss 2.5719, time 149.73ms, mfu 0.22%
iter 92: loss 2.5691, time 148.27ms, mfu 0.22%
iter 93: loss 2.5591, time 147.98ms, mfu 0.22%
iter 94: loss 2.5392, time 149.27ms, mfu 0.22%
iter 95: loss 2.5573, time 147.35ms, mfu 0.22%
iter 96: loss 2.5525, time 146.61ms, mfu 0.22%
iter 97: loss 2.5459, time 146.61ms, mfu 0.22%
iter 98: loss 2.5488, time 148.79ms, mfu 0.22%
iter 99: loss 2.5281, time 156.73ms, mfu 0.22%
iter 100: loss 2.5368, time 146.02ms, mfu 0.22%
iter 101: loss 2.5311, time 159.83ms, mfu 0.22%
iter 102: loss 2.5413, time 162.78ms, mfu 0.22%
iter 103: loss 2.5458, time 157.42ms, mfu 0.22%
iter 104: loss 2.5139, time 158.06ms, mfu 0.22%
iter 105: loss 2.5286, time 157.23ms, mfu 0.22%
iter 106: loss 2.5235, time 147.94ms, mfu 0.22%
iter 107: loss 2.5405, time 149.91ms, mfu 0.22%
iter 108: loss 2.5189, time 145.86ms, mfu 0.22%
iter 109: loss 2.5196, time 150.39ms, mfu 0.22%
iter 110: loss 2.4969, time 145.31ms, mfu 0.22%
iter 111: loss 2.5099, time 144.53ms, mfu 0.22%
iter 112: loss 2.5089, time 144.23ms, mfu 0.22%
iter 113: loss 2.5090, time 148.66ms, mfu 0.22%
iter 114: loss 2.5247, time 145.49ms, mfu 0.22%
iter 115: loss 2.4978, time 146.02ms, mfu 0.22%
iter 116: loss 2.4955, time 145.55ms, mfu 0.22%
iter 117: loss 2.5240, time 148.73ms, mfu 0.22%
iter 118: loss 2.4863, time 146.19ms, mfu 0.22%
iter 119: loss 2.4829, time 144.34ms, mfu 0.23%
iter 120: loss 2.5076, time 144.73ms, mfu 0.23%
iter 121: loss 2.5068, time 145.77ms, mfu 0.23%
iter 122: loss 2.5097, time 145.15ms, mfu 0.23%
iter 123: loss 2.4893, time 146.30ms, mfu 0.23%
iter 124: loss 2.4838, time 144.31ms, mfu 0.23%
iter 125: loss 2.4834, time 147.70ms, mfu 0.23%
iter 126: loss 2.4664, time 143.72ms, mfu 0.23%
iter 127: loss 2.4911, time 145.33ms, mfu 0.23%
iter 128: loss 2.4955, time 145.70ms, mfu 0.23%
iter 129: loss 2.4716, time 148.47ms, mfu 0.23%
iter 130: loss 2.4976, time 148.59ms, mfu 0.23%
iter 131: loss 2.4830, time 146.63ms, mfu 0.23%
iter 132: loss 2.4763, time 147.68ms, mfu 0.23%
iter 133: loss 2.4774, time 148.71ms, mfu 0.23%
iter 134: loss 2.4564, time 145.41ms, mfu 0.23%
iter 135: loss 2.4784, time 143.78ms, mfu 0.23%
iter 136: loss 2.4802, time 147.75ms, mfu 0.23%
iter 137: loss 2.4809, time 145.32ms, mfu 0.23%
iter 138: loss 2.4667, time 148.03ms, mfu 0.23%
iter 139: loss 2.4685, time 164.85ms, mfu 0.22%
iter 140: loss 2.4794, time 149.93ms, mfu 0.22%
iter 141: loss 2.4816, time 145.46ms, mfu 0.23%
iter 142: loss 2.4624, time 147.26ms, mfu 0.23%
iter 143: loss 2.4666, time 147.08ms, mfu 0.23%
iter 144: loss 2.4667, time 177.93ms, mfu 0.22%
iter 145: loss 2.4824, time 138.03ms, mfu 0.22%
iter 146: loss 2.4440, time 147.44ms, mfu 0.22%
iter 147: loss 2.4401, time 146.89ms, mfu 0.22%
iter 148: loss 2.4576, time 148.19ms, mfu 0.22%
iter 149: loss 2.4384, time 145.91ms, mfu 0.22%
iter 150: loss 2.4729, time 152.55ms, mfu 0.22%
iter 151: loss 2.4687, time 151.27ms, mfu 0.22%
iter 152: loss 2.4405, time 149.80ms, mfu 0.22%
iter 153: loss 2.4436, time 155.05ms, mfu 0.22%
iter 154: loss 2.4561, time 147.88ms, mfu 0.22%
iter 155: loss 2.4480, time 156.71ms, mfu 0.22%
iter 156: loss 2.4486, time 158.21ms, mfu 0.22%
iter 157: loss 2.4574, time 158.62ms, mfu 0.22%
iter 158: loss 2.4502, time 159.49ms, mfu 0.22%
iter 159: loss 2.4362, time 152.77ms, mfu 0.22%
iter 160: loss 2.4422, time 149.55ms, mfu 0.22%
iter 161: loss 2.4593, time 151.66ms, mfu 0.22%
iter 162: loss 2.4420, time 152.85ms, mfu 0.22%
iter 163: loss 2.4656, time 147.31ms, mfu 0.22%
iter 164: loss 2.4645, time 149.91ms, mfu 0.22%
iter 165: loss 2.4502, time 149.71ms, mfu 0.22%
iter 166: loss 2.4510, time 151.25ms, mfu 0.22%
iter 167: loss 2.4485, time 148.06ms, mfu 0.22%
iter 168: loss 2.4389, time 147.25ms, mfu 0.22%
iter 169: loss 2.4550, time 149.14ms, mfu 0.22%
iter 170: loss 2.4304, time 146.40ms, mfu 0.22%
iter 171: loss 2.4530, time 145.46ms, mfu 0.22%
iter 172: loss 2.4447, time 146.03ms, mfu 0.22%
iter 173: loss 2.4430, time 153.56ms, mfu 0.22%
iter 174: loss 2.4273, time 146.11ms, mfu 0.22%
iter 175: loss 2.4155, time 145.96ms, mfu 0.22%
iter 176: loss 2.4249, time 145.86ms, mfu 0.22%
iter 177: loss 2.4149, time 145.97ms, mfu 0.22%
iter 178: loss 2.3871, time 148.26ms, mfu 0.22%
iter 179: loss 2.4327, time 145.86ms, mfu 0.23%
iter 180: loss 2.4179, time 147.81ms, mfu 0.23%
iter 181: loss 2.4272, time 146.10ms, mfu 0.23%
iter 182: loss 2.4125, time 146.65ms, mfu 0.23%
iter 183: loss 2.4117, time 145.69ms, mfu 0.23%
iter 184: loss 2.4238, time 148.29ms, mfu 0.23%
iter 185: loss 2.4139, time 148.44ms, mfu 0.23%
iter 186: loss 2.4162, time 148.75ms, mfu 0.23%
iter 187: loss 2.4022, time 146.47ms, mfu 0.23%
iter 188: loss 2.3922, time 147.58ms, mfu 0.23%
iter 189: loss 2.4385, time 146.94ms, mfu 0.23%
iter 190: loss 2.4135, time 148.32ms, mfu 0.23%
iter 191: loss 2.4194, time 151.94ms, mfu 0.23%
iter 192: loss 2.4108, time 146.85ms, mfu 0.23%
iter 193: loss 2.3846, time 146.64ms, mfu 0.23%
iter 194: loss 2.3982, time 169.37ms, mfu 0.22%
iter 195: loss 2.3969, time 135.07ms, mfu 0.23%
iter 196: loss 2.4239, time 147.70ms, mfu 0.23%
iter 197: loss 2.4138, time 151.56ms, mfu 0.22%
iter 198: loss 2.3973, time 153.96ms, mfu 0.22%
iter 199: loss 2.3937, time 149.67ms, mfu 0.22%
iter 200: loss 2.4064, time 148.40ms, mfu 0.22%
iter 201: loss 2.3567, time 146.67ms, mfu 0.22%
iter 202: loss 2.3959, time 145.03ms, mfu 0.22%
iter 203: loss 2.3824, time 145.88ms, mfu 0.23%
iter 204: loss 2.3729, time 237.63ms, mfu 0.22%
iter 205: loss 2.3847, time 157.20ms, mfu 0.22%
iter 206: loss 2.3765, time 137.38ms, mfu 0.22%
iter 207: loss 2.3751, time 160.18ms, mfu 0.22%
iter 208: loss 2.3703, time 158.38ms, mfu 0.22%
iter 209: loss 2.3659, time 157.33ms, mfu 0.22%
iter 210: loss 2.3523, time 153.96ms, mfu 0.22%
iter 211: loss 2.3780, time 214.65ms, mfu 0.21%
iter 212: loss 2.3803, time 161.67ms, mfu 0.21%
iter 213: loss 2.3863, time 149.68ms, mfu 0.21%
iter 214: loss 2.3864, time 161.43ms, mfu 0.21%
iter 215: loss 2.3698, time 161.30ms, mfu 0.21%
iter 216: loss 2.3637, time 151.52ms, mfu 0.21%
iter 217: loss 2.3609, time 159.72ms, mfu 0.21%
iter 218: loss 2.3406, time 160.24ms, mfu 0.21%
iter 219: loss 2.3696, time 170.00ms, mfu 0.21%
iter 220: loss 2.3535, time 150.41ms, mfu 0.21%
iter 221: loss 2.3569, time 160.08ms, mfu 0.21%
iter 222: loss 2.3514, time 182.55ms, mfu 0.21%
iter 223: loss 2.3483, time 142.01ms, mfu 0.21%
iter 224: loss 2.3357, time 156.93ms, mfu 0.21%
iter 225: loss 2.3557, time 162.72ms, mfu 0.21%
iter 226: loss 2.3480, time 150.22ms, mfu 0.21%
iter 227: loss 2.3523, time 147.90ms, mfu 0.21%
iter 228: loss 2.3358, time 146.49ms, mfu 0.21%
iter 229: loss 2.3443, time 153.89ms, mfu 0.21%
iter 230: loss 2.3083, time 144.49ms, mfu 0.22%
iter 231: loss 2.3456, time 146.14ms, mfu 0.22%
iter 232: loss 2.3180, time 145.94ms, mfu 0.22%
iter 233: loss 2.3193, time 145.20ms, mfu 0.22%
iter 234: loss 2.3468, time 164.98ms, mfu 0.22%
iter 235: loss 2.3432, time 133.28ms, mfu 0.22%
iter 236: loss 2.3150, time 147.78ms, mfu 0.22%
iter 237: loss 2.3268, time 150.05ms, mfu 0.22%
iter 238: loss 2.3171, time 153.64ms, mfu 0.22%
iter 239: loss 2.3289, time 150.30ms, mfu 0.22%
iter 240: loss 2.3345, time 144.96ms, mfu 0.22%
iter 241: loss 2.3293, time 146.61ms, mfu 0.22%
iter 242: loss 2.3347, time 146.19ms, mfu 0.22%
iter 243: loss 2.3305, time 147.57ms, mfu 0.22%
iter 244: loss 2.3342, time 145.31ms, mfu 0.22%
iter 245: loss 2.3267, time 146.95ms, mfu 0.22%
iter 246: loss 2.3186, time 146.28ms, mfu 0.22%
iter 247: loss 2.3195, time 148.44ms, mfu 0.22%
iter 248: loss 2.3203, time 143.48ms, mfu 0.23%
iter 249: loss 2.3089, time 145.19ms, mfu 0.23%
step 250: train loss 2.3110, val loss 2.3294
step 250: train loss (forward only) 2.3126, val loss (forward only) 2.3304
step 250: train loss (backward only) 4.1938, val loss (backward only) 4.2912
saving checkpoint to out-shakespeare-char
iter 250: loss 2.3187, time 12002.01ms, mfu 0.20%
iter 251: loss 2.3012, time 135.63ms, mfu 0.21%
iter 252: loss 2.2960, time 148.64ms, mfu 0.21%
iter 253: loss 2.2911, time 143.50ms, mfu 0.21%
iter 254: loss 2.3134, time 148.89ms, mfu 0.21%
iter 255: loss 2.3269, time 146.80ms, mfu 0.21%
iter 256: loss 2.3098, time 147.10ms, mfu 0.22%
iter 257: loss 2.2947, time 146.96ms, mfu 0.22%
iter 258: loss 2.3162, time 154.10ms, mfu 0.22%
iter 259: loss 2.2850, time 149.07ms, mfu 0.22%
iter 260: loss 2.2840, time 146.17ms, mfu 0.22%
iter 261: loss 2.3067, time 148.55ms, mfu 0.22%
iter 262: loss 2.3051, time 145.03ms, mfu 0.22%
iter 263: loss 2.3054, time 146.03ms, mfu 0.22%
iter 264: loss 2.2780, time 150.36ms, mfu 0.22%
iter 265: loss 2.3043, time 149.98ms, mfu 0.22%
iter 266: loss 2.3066, time 151.86ms, mfu 0.22%
iter 267: loss 2.2875, time 146.19ms, mfu 0.22%
iter 268: loss 2.2998, time 146.80ms, mfu 0.22%
iter 269: loss 2.3188, time 146.46ms, mfu 0.22%
iter 270: loss 2.3062, time 145.46ms, mfu 0.22%
iter 271: loss 2.2747, time 145.79ms, mfu 0.22%
iter 272: loss 2.2820, time 148.08ms, mfu 0.22%
iter 273: loss 2.2715, time 146.74ms, mfu 0.22%
iter 274: loss 2.2570, time 147.24ms, mfu 0.22%
iter 275: loss 2.2729, time 145.69ms, mfu 0.22%
iter 276: loss 2.2717, time 151.20ms, mfu 0.22%
iter 277: loss 2.2720, time 149.75ms, mfu 0.22%
iter 278: loss 2.2578, time 146.94ms, mfu 0.22%
iter 279: loss 2.2829, time 144.79ms, mfu 0.23%
iter 280: loss 2.2907, time 146.94ms, mfu 0.23%
iter 281: loss 2.2705, time 158.72ms, mfu 0.22%
iter 282: loss 2.2856, time 143.99ms, mfu 0.22%
iter 283: loss 2.2515, time 146.44ms, mfu 0.22%
iter 284: loss 2.2823, time 151.11ms, mfu 0.22%
iter 285: loss 2.2854, time 150.86ms, mfu 0.22%
iter 286: loss 2.2666, time 156.11ms, mfu 0.22%
iter 287: loss 2.2690, time 152.49ms, mfu 0.22%
iter 288: loss 2.2632, time 154.85ms, mfu 0.22%
iter 289: loss 2.2626, time 151.64ms, mfu 0.22%
iter 290: loss 2.2531, time 152.33ms, mfu 0.22%
iter 291: loss 2.2890, time 156.73ms, mfu 0.22%
iter 292: loss 2.2319, time 150.07ms, mfu 0.22%
iter 293: loss 2.2687, time 147.25ms, mfu 0.22%
iter 294: loss 2.2443, time 150.60ms, mfu 0.22%
iter 295: loss 2.2574, time 155.26ms, mfu 0.22%
iter 296: loss 2.2598, time 154.21ms, mfu 0.22%
iter 297: loss 2.2576, time 156.40ms, mfu 0.22%
iter 298: loss 2.2606, time 155.85ms, mfu 0.22%
iter 299: loss 2.2405, time 161.97ms, mfu 0.22%
iter 300: loss 2.2738, time 160.74ms, mfu 0.22%
iter 301: loss 2.2384, time 174.66ms, mfu 0.21%
iter 302: loss 2.2401, time 156.16ms, mfu 0.21%
iter 303: loss 2.2591, time 199.09ms, mfu 0.21%
iter 304: loss 2.2394, time 159.50ms, mfu 0.21%
iter 305: loss 2.2226, time 171.01ms, mfu 0.21%
iter 306: loss 2.2337, time 166.00ms, mfu 0.21%
iter 307: loss 2.2311, time 164.16ms, mfu 0.21%
iter 308: loss 2.2268, time 163.24ms, mfu 0.21%
iter 309: loss 2.2384, time 160.89ms, mfu 0.21%
iter 310: loss 2.2242, time 159.54ms, mfu 0.21%
iter 311: loss 2.2380, time 159.44ms, mfu 0.21%
iter 312: loss 2.2388, time 160.00ms, mfu 0.21%
iter 313: loss 2.2418, time 156.17ms, mfu 0.21%
iter 314: loss 2.2488, time 156.39ms, mfu 0.21%
iter 315: loss 2.2422, time 159.74ms, mfu 0.21%
iter 316: loss 2.2165, time 153.94ms, mfu 0.21%
iter 317: loss 2.2131, time 157.30ms, mfu 0.21%
iter 318: loss 2.2306, time 155.31ms, mfu 0.21%
iter 319: loss 2.2265, time 156.27ms, mfu 0.21%
iter 320: loss 2.2295, time 158.09ms, mfu 0.21%
iter 321: loss 2.2133, time 156.34ms, mfu 0.21%
iter 322: loss 2.2335, time 161.25ms, mfu 0.21%
iter 323: loss 2.2067, time 156.96ms, mfu 0.21%
iter 324: loss 2.2433, time 162.84ms, mfu 0.21%
iter 325: loss 2.2112, time 159.38ms, mfu 0.21%
iter 326: loss 2.2147, time 157.49ms, mfu 0.21%
iter 327: loss 2.2090, time 159.31ms, mfu 0.21%
iter 328: loss 2.2198, time 156.75ms, mfu 0.21%
iter 329: loss 2.2045, time 161.39ms, mfu 0.21%
iter 330: loss 2.1932, time 159.66ms, mfu 0.21%
iter 331: loss 2.1969, time 159.86ms, mfu 0.21%
iter 332: loss 2.2191, time 151.71ms, mfu 0.21%
iter 333: loss 2.1976, time 155.84ms, mfu 0.21%
iter 334: loss 2.2016, time 161.03ms, mfu 0.21%
iter 335: loss 2.1986, time 156.46ms, mfu 0.21%
iter 336: loss 2.1984, time 160.03ms, mfu 0.21%
iter 337: loss 2.1671, time 158.25ms, mfu 0.21%
iter 338: loss 2.1818, time 158.88ms, mfu 0.21%
iter 339: loss 2.2162, time 157.17ms, mfu 0.21%
iter 340: loss 2.1963, time 157.78ms, mfu 0.21%
iter 341: loss 2.1873, time 161.52ms, mfu 0.21%
iter 342: loss 2.1645, time 158.37ms, mfu 0.21%
iter 343: loss 2.1946, time 163.35ms, mfu 0.21%
iter 344: loss 2.1774, time 154.47ms, mfu 0.21%
iter 345: loss 2.1866, time 153.60ms, mfu 0.21%
iter 346: loss 2.1874, time 150.97ms, mfu 0.21%
iter 347: loss 2.1854, time 156.74ms, mfu 0.21%
iter 348: loss 2.1824, time 149.32ms, mfu 0.21%
iter 349: loss 2.1864, time 166.28ms, mfu 0.21%
iter 350: loss 2.1484, time 148.32ms, mfu 0.21%
iter 351: loss 2.1706, time 149.03ms, mfu 0.21%
iter 352: loss 2.1745, time 149.82ms, mfu 0.22%
iter 353: loss 2.1735, time 149.60ms, mfu 0.22%
iter 354: loss 2.1526, time 147.63ms, mfu 0.22%
iter 355: loss 2.1699, time 145.62ms, mfu 0.22%
iter 356: loss 2.1466, time 145.72ms, mfu 0.22%
iter 357: loss 2.1353, time 146.44ms, mfu 0.22%
iter 358: loss 2.1648, time 151.75ms, mfu 0.22%
iter 359: loss 2.1791, time 161.62ms, mfu 0.22%
iter 360: loss 2.1334, time 181.88ms, mfu 0.22%
iter 361: loss 2.1559, time 159.81ms, mfu 0.21%
iter 362: loss 2.1419, time 208.66ms, mfu 0.21%
iter 363: loss 2.1388, time 166.32ms, mfu 0.21%
iter 364: loss 2.1347, time 180.82ms, mfu 0.21%
iter 365: loss 2.1558, time 178.41ms, mfu 0.20%
iter 366: loss 2.1456, time 177.96ms, mfu 0.20%
